#,Produit,Marque,Catégorie,Nuit,Texture,Prix,Note,Avis,BSR,Actifs,Cibles,Types de peau,Moment,Fréquence,Grossesse,Peau sensible,Irritation(0-5),Force(1-5),Preuve(1-5),Sans parfum,Sentiment,Peau grasse,Peau sèche,Peau mixte,Peau sensible,Peau normale,Customers say,Image
143,Cetaphil Healthy Renew Night Cream,Cetaphil,hydratant,oui,riche,16.97,4.4,2057,6389,"peptides, niacinamide","fine_lines, pores, redness, shine, tone_evenness, wrinkles","grasse, mixte, normale, seche, sensible",pm,daily,ok,ok,0,2,4,oui,0.84,⚠️ prudence,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the night cream effective and moisturizing, making their skin smooth and hydrated, with one noting improvements in texture and fine lines. The cream has a thick consistency that's not too heavy, feels luxurious, and customers consider it good value for money. Regarding skin compatibil…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/143_B0C15N3473.png
144,Olay Regenerist Night Recovery Cream,Olay,hydratant,oui,riche,27.44,4.6,18181,5639,"peptides, niacinamide","fine_lines, pores, redness, shine, tone_evenness, wrinkles","grasse, mixte, normale, seche, sensible",pm,daily,ok,ok,0,2,4,oui,0.84,⚠️ prudence,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find this night cream effective, noting it works wonders throughout the night and shows results within the first week of use. They appreciate its moisturizing properties, particularly for oily skin, and its soft, smooth texture that's not greasy or sticky. Customers praise its value, sayin…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/144_B01M4R7CC5.png
145,Naturium Plant Ceramide Rich Moisture Cream,Naturium,hydratant,oui,riche,18.99,4.4,1453,14545,"ceramides, acide hyaluronique","fine_lines, flaking, redness","mixte, normale, seche, sensible",pm,daily,ok,ok,0,1,4,?,0.82,⚠️ prudence,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the moisturizer hydrates dry skin perfectly and has a luxurious, silky texture that feels nice on normal-dry skin. The product receives mixed feedback regarding its greasiness, with some finding it buttery while others say it's too greasy, and its fragrance is virtually scentless. Cus…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/145_B086W1KFXP.png
146,CeraVe Oil Control Moisturizing Gel-Cream,CeraVe,hydratant,oui,legere,14.28,4.6,3119,3570,"niacinamide, acide hyaluronique","fine_lines, flaking, pores, redness, shine, tone_evenness","grasse, mixte, normale, seche, sensible",pm,daily,ok,ok,0,2,4,oui,0.83,👍 oui,⚠️ prudence,👍 oui,👍 oui,👍 oui,"Customers find the moisturizer effective for oily skin, keeping it hydrated and fresh-looking, while appreciating its lightweight, soft texture, and good value. Moreover, the product absorbs instantly, with one customer noting it leaves a matte finish. However, experiences with oiliness are mixed - …",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/146_B0CTTV91Z6.png
147,La Roche-Posay Toleriane Dermallergo Night,La Roche-Posay,hydratant,oui,riche,23.98,4.6,4971,3543,"ceramides, niacinamide","flaking, pores, redness, shine, tone_evenness","grasse, mixte, normale, seche, sensible",pm,daily,ok,ok,0,2,4,?,0.85,⚠️ prudence,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the moisturizer super hydrating and appreciate its smooth, supple texture and lightweight feel. The product receives mixed feedback regarding skin sensitivity - while some report no irritation, others experience burning sensations. Customers disagree on whether it's non-greasy, with s…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/147_B01D2SVADM.png
148,The INKEY List Peptide Moisturizer,The INKEY List,hydratant,oui,legere,12.6,4.5,1251,29551,"peptides, acide hyaluronique","fine_lines, flaking, wrinkles","mixte, normale, seche",pm,daily,ok,ok,0,2,4,?,0.82,👍 oui,⚠️ prudence,👍 oui,👍 oui,👍 oui,"Customers find this moisturizer effective at tackling dry skin and appreciate its light, smooth texture that absorbs quickly. They consider it good value for money and like how it feels on their face. The fragrance receives mixed reactions, with some customers noting a strong chemical smell. Several…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/148_B09MRGXSHL.png
149,Naturium Intense Overnight Sleeping Cream,Naturium,hydratant,oui,riche,18.99,4.3,1002,17187,"ceramides, peptides, acide hyaluronique","fine_lines, flaking, redness, wrinkles","mixte, normale, seche, sensible",pm,daily,ok,ok,0,2,4,oui,0.82,⚠️ prudence,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find the moisturizer provides solid overnight hydration and leaves skin feeling soft, with one noting it's particularly effective for cold, dry winter air. The cream receives positive feedback for its quality and fragrance, being unscented. However, customers disagree on the consistency, w…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/149_B0851VV333.png
150,elf Holy Hydration Nourishing Night Cream,e.l.f.,hydratant,oui,legere,12,4.6,2302,8847,"baume karite, acide hyaluronique","fine_lines, flaking","mixte, normale, seche",pm,daily,ok,ok,0,1,4,oui,0.81,👍 oui,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find this moisturizer effective at solving dry skin problems and appreciate its smooth, non-greasy texture that leaves faces feeling soft and clean. The cream absorbs easily into the skin, and customers consider it good value for money with a very mild scent. Regarding skin sensitivity, wh…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/150_B015XII6Q8.png
151,LOreal Age Perfect Collagen Night,L Oreal,hydratant,oui,riche,15.97,4.5,6962,9440,"peptides, niacinamide","fine_lines, pores, redness, shine, tone_evenness, wrinkles","grasse, mixte, normale, seche, sensible",pm,daily,ok,ok,0,2,4,non,0.83,⚠️ prudence,👍 oui,👍 oui,⚠️ prudence,👍 oui,"Customers find the moisturizer effective at preventing dryness and improving skin appearance, making it look better in the morning with brighter and more even tone. The texture is creamy and soft, and customers consider it reasonably priced. However, the fragrance receives mixed reactions, with some…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/151_B09843F4WG.png
152,Cetaphil Rich Hydrating Night Cream,Cetaphil,hydratant,oui,riche,13.88,4.5,8034,7105,"acide hyaluronique, ceramides","fine_lines, flaking, redness","mixte, normale, seche, sensible",pm,daily,ok,ok,0,1,4,oui,0.86,⚠️ prudence,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find this night cream effective, noting it works wonders overnight and is particularly good for dry skin. The texture receives positive feedback, with customers describing it as silky and soft, and they appreciate that it doesn't irritate sensitive skin. The consistency and value for money…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/152_B01MG4PVTR.png
153,Neutrogena Hydro Boost Water Cream,Neutrogena,hydratant,oui,legere,22.29,4.7,2372,4715,acide hyaluronique,"fine_lines, flaking","mixte, normale, seche",pm,daily,ok,ok,0,1,4,oui,0.82,👍 oui,⚠️ prudence,👍 oui,👍 oui,👍 oui,"Customers find this moisturizer effective, providing all-day hydration and working well for dry and sensitive skin. The cream is lightweight, silky, and absorbs quickly into the skin, while being non-greasy and fragrance-free. They appreciate its value, noting it's cheaper than Clinique but works we…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/153_B0CX3D74WT.png
154,Aveeno Calm + Restore Oat Gel Moisturizer,Aveeno,hydratant,oui,legere,14.22,4.5,9207,1412,"avoine, panthenol","flaking, redness","normale, seche, sensible",pm,daily,ok,ok,0,1,3,oui,0.85,👍 oui,⚠️ prudence,👍 oui,👍 oui,👍 oui,"Customers find this moisturizer effective for dry skin and appreciate that it doesn't irritate sensitive skin, leaving it soft and smooth without a greasy feel. The product receives positive feedback for its fragrance-free formula, lightweight texture, and soothing properties, with one customer noti…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/154_B08D9MSGVQ.png
155,Cetaphil Night Moisturizer Lightweight,Cetaphil,hydratant,oui,legere,11.48,4.6,1129,3317,acide hyaluronique,"fine_lines, flaking","mixte, normale, seche",pm,daily,ok,ok,0,1,4,oui,0.81,👍 oui,⚠️ prudence,👍 oui,👍 oui,👍 oui,"Customers find this moisturizer effective for sensitive skin and appreciate its light, non-greasy texture that makes their face feel smooth. The product absorbs well and is particularly suitable for nighttime use, with one customer noting it doesn't feel heavy or cause breakouts. While some customer…",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/155_B0CRCMCBTJ.png
156,The INKEY List Bio-Active Ceramide Moisturizer,The INKEY List,hydratant,oui,riche,17.6,4.6,1840,10757,"ceramides, peptides","fine_lines, flaking, redness, wrinkles","mixte, normale, seche, sensible",pm,daily,ok,ok,0,2,4,?,0.83,⚠️ prudence,👍 oui,👍 oui,👍 oui,👍 oui,"Customers find this moisturizer deeply hydrating and appreciate its plush, smooth texture that's not heavy or greasy. Moreover, they report noticeable improvements in fine lines and their skin glows more after use, while the product absorbs beautifully. Additionally, they consider it good value for …",https://yitigxyfibpqvhkrwuiz.supabase.co/storage/v1/object/public/product-images/156_B0CNTKZN7F.png
